,corr,name
Non_causal_304,0.09455990881252777,Non_causal_304
Non_causal_30,0.09235630332979426,Non_causal_30
Non_causal_292,-0.0916939043256095,Non_causal_292
Non_causal_37,-0.09161005145747493,Non_causal_37
Non_causal_16,-0.09099257127088418,Non_causal_16
Non_causal_289,0.09098434170681341,Non_causal_289
Non_causal_167,0.08942355309906751,Non_causal_167
Non_causal_211,-0.08920977187627145,Non_causal_211
Non_causal_145,-0.08874186351866643,Non_causal_145
Non_causal_233,0.08720863152337631,Non_causal_233
Non_causal_29,-0.0868874386142635,Non_causal_29
Non_causal_23,0.08648371667743687,Non_causal_23
Non_causal_170,0.08641794564927603,Non_causal_170
Non_causal_128,-0.0864138879755561,Non_causal_128
Non_causal_259,0.08591913203523574,Non_causal_259
Non_causal_187,-0.08577388519881876,Non_causal_187
Non_causal_300,-0.085530278543475,Non_causal_300
Causal_22,0.08514395513153251,Causal_22
Non_causal_94,-0.08484238824341006,Non_causal_94
Non_causal_295,0.08476682537597871,Non_causal_295
Non_causal_244,-0.08459293567369008,Non_causal_244
Non_causal_235,0.0835624906542525,Non_causal_235
Non_causal_210,-0.08231435215182563,Non_causal_210
Non_causal_227,0.08216516725098526,Non_causal_227
Non_causal_189,0.08216501459742266,Non_causal_189
Non_causal_316,-0.08113643335907446,Non_causal_316
Non_causal_258,-0.07990311730975357,Non_causal_258
Non_causal_313,0.07807262395991917,Non_causal_313
Non_causal_152,0.07803921709226823,Non_causal_152
Non_causal_288,0.07740708658543041,Non_causal_288
Non_causal_290,-0.07704247450319293,Non_causal_290
Non_causal_82,0.07673913454288753,Non_causal_82
Non_causal_240,-0.076722053976612,Non_causal_240
Non_causal_162,0.07661664801999614,Non_causal_162
Non_causal_144,0.07639301162731454,Non_causal_144
Non_causal_266,-0.07617241776698994,Non_causal_266
Non_causal_296,0.07584142400684887,Non_causal_296
Non_causal_54,0.07543709303906465,Non_causal_54
Non_causal_246,0.0750886535143821,Non_causal_246
Non_causal_81,-0.07486146125317802,Non_causal_81
Non_causal_310,-0.07388019654608925,Non_causal_310
Non_causal_156,0.07318742225454757,Non_causal_156
Non_causal_64,0.0718680696739989,Non_causal_64
Non_causal_122,0.07117798774489474,Non_causal_122
Causal_11,-0.07091554337361422,Causal_11
Non_causal_279,0.07086696071550172,Non_causal_279
Non_causal_192,-0.07005196292136892,Non_causal_192
Non_causal_134,-0.06981223083114665,Non_causal_134
Non_causal_105,0.069688949681428,Non_causal_105
Non_causal_20,-0.06891130989907715,Non_causal_20
Non_causal_48,-0.067108940002113,Non_causal_48
Non_causal_7,-0.06671307478980944,Non_causal_7
Non_causal_137,0.06610770535981118,Non_causal_137
Causal_21,0.06593270229249341,Causal_21
Non_causal_31,-0.06550542611239259,Non_causal_31
Non_causal_9,0.06516014719705997,Non_causal_9
Non_causal_46,0.06475582441483707,Non_causal_46
Non_causal_293,0.06389800415440597,Non_causal_293
Non_causal_84,0.06320866144176694,Non_causal_84
Non_causal_121,0.06316018589908118,Non_causal_121
Non_causal_1,0.06269598416763818,Non_causal_1
Non_causal_177,-0.06251228103113489,Non_causal_177
Non_causal_58,-0.0612590388094328,Non_causal_58
Non_causal_185,-0.06040387614216133,Non_causal_185
Non_causal_306,-0.06017951903483562,Non_causal_306
Non_causal_242,-0.0597965216467839,Non_causal_242
Non_causal_70,-0.05955622028031695,Non_causal_70
Non_causal_12,0.05942756556139709,Non_causal_12
Non_causal_261,-0.05864743120170536,Non_causal_261
Non_causal_174,0.05839569300037976,Non_causal_174
Non_causal_312,0.057213883330810546,Non_causal_312
Non_causal_132,0.05631096173752351,Non_causal_132
Causal_30,0.056068754979462704,Causal_30
Non_causal_100,0.05601985413706669,Non_causal_100
Non_causal_15,-0.05565389557282968,Non_causal_15
Non_causal_86,-0.055255463583751,Non_causal_86
Non_causal_14,-0.05512727981780936,Non_causal_14
Non_causal_117,-0.05492009480881132,Non_causal_117
Non_causal_68,-0.05426945169882345,Non_causal_68
Non_causal_63,0.053726609204147624,Non_causal_63
Non_causal_159,-0.05185764582563758,Non_causal_159
Non_causal_168,-0.05131730570498425,Non_causal_168
Non_causal_186,-0.04922867885887009,Non_causal_186
Non_causal_38,0.04890323486762371,Non_causal_38
Non_causal_155,-0.04795483568007729,Non_causal_155
Non_causal_0,0.046624446538095284,Non_causal_0
Non_causal_42,0.04645027773884015,Non_causal_42
Non_causal_10,0.04595243885561867,Non_causal_10
Non_causal_93,0.04449901837992983,Non_causal_93
Non_causal_222,0.04440461975301888,Non_causal_222
Non_causal_271,-0.043703015462251776,Non_causal_271
Non_causal_182,-0.04275302847376092,Non_causal_182
Non_causal_178,0.04215958557676459,Non_causal_178
Non_causal_57,0.04210493926867165,Non_causal_57
Non_causal_47,-0.04139136152242859,Non_causal_47
Non_causal_264,0.040806619631775905,Non_causal_264
Non_causal_236,0.04073178420422591,Non_causal_236
Non_causal_78,-0.04067506768255018,Non_causal_78
Non_causal_151,0.039917349640904584,Non_causal_151
Non_causal_257,-0.039143782187407106,Non_causal_257
Non_causal_109,-0.039105247097456684,Non_causal_109
Non_causal_130,-0.03895796382086756,Non_causal_130
Non_causal_216,0.03874116274190071,Non_causal_216
Non_causal_218,-0.03840981404210355,Non_causal_218
Non_causal_203,-0.03840591894634025,Non_causal_203
Non_causal_32,0.03763146431543266,Non_causal_32
Non_causal_149,-0.03760081616116531,Non_causal_149
Non_causal_268,-0.0373685703984782,Non_causal_268
Non_causal_80,0.0372492931855902,Non_causal_80
Non_causal_180,-0.03675577988377227,Non_causal_180
Non_causal_276,-0.03616441860836237,Non_causal_276
Non_causal_89,0.036124344048758965,Non_causal_89
Non_causal_22,0.03548328236097857,Non_causal_22
Causal_23,-0.03512364521643031,Causal_23
Non_causal_24,0.034834278820539216,Non_causal_24
Non_causal_21,-0.03480697785737446,Non_causal_21
Non_causal_243,-0.03480356132930897,Non_causal_243
Non_causal_197,0.03467190492106226,Non_causal_197
Non_causal_281,0.03445606751208043,Non_causal_281
Non_causal_262,-0.034088912951943266,Non_causal_262
Non_causal_205,-0.033831101289274114,Non_causal_205
Non_causal_71,-0.033744999810405144,Non_causal_71
Non_causal_6,-0.03340397831185697,Non_causal_6
Non_causal_158,-0.033345226999943,Non_causal_158
Non_causal_41,-0.03331223796435305,Non_causal_41
Non_causal_45,0.03304304063827216,Non_causal_45
Non_causal_248,-0.032821294619325155,Non_causal_248
Causal_20,0.032744407039318184,Causal_20
Non_causal_172,-0.032302502847147245,Non_causal_172
Non_causal_195,-0.03216654814038053,Non_causal_195
Non_causal_234,-0.03178976642976542,Non_causal_234
Non_causal_143,0.03135323149517679,Non_causal_143
Non_causal_311,0.031214270153656257,Non_causal_311
Non_causal_249,-0.030948604749182554,Non_causal_249
Non_causal_265,0.03091671139075639,Non_causal_265
Non_causal_267,-0.03082180678827224,Non_causal_267
Non_causal_67,-0.03061530481353517,Non_causal_67
Non_causal_95,0.030227146554177287,Non_causal_95
Non_causal_228,0.030132247574752545,Non_causal_228
Non_causal_308,0.030057397758245695,Non_causal_308
Non_causal_25,0.029607252315998582,Non_causal_25
Non_causal_202,0.02917427605091385,Non_causal_202
Non_causal_104,0.02897431181370264,Non_causal_104
Non_causal_269,-0.028706909186191055,Non_causal_269
Non_causal_60,-0.027380618490294207,Non_causal_60
Causal_12,0.026953454363293657,Causal_12
Non_causal_18,0.026930727816213033,Non_causal_18
Non_causal_214,0.02692137007482898,Non_causal_214
Non_causal_106,-0.026673136682327844,Non_causal_106
Non_causal_4,-0.026348860813302625,Non_causal_4
Non_causal_280,-0.026342351401352986,Non_causal_280
Non_causal_191,0.026209513614155817,Non_causal_191
Non_causal_270,0.02614301977053738,Non_causal_270
Non_causal_314,-0.026119929423240238,Non_causal_314
Non_causal_49,-0.025920460638618564,Non_causal_49
Non_causal_102,-0.025568983591533645,Non_causal_102
Non_causal_33,0.02546616242861465,Non_causal_33
Non_causal_83,-0.024376948525449263,Non_causal_83
Causal_29,-0.02431938766698787,Causal_29
Non_causal_188,0.023763271134932006,Non_causal_188
Non_causal_282,-0.023745191842494,Non_causal_282
Causal_4,0.023669041094868743,Causal_4
Non_causal_274,-0.022716036593926833,Non_causal_274
Causal_26,0.022184648267775085,Causal_26
Non_causal_87,-0.0219971874466274,Non_causal_87
Non_causal_260,-0.021176498074572687,Non_causal_260
Non_causal_161,0.02116325619519386,Non_causal_161
Non_causal_154,-0.020964337506939646,Non_causal_154
Non_causal_43,-0.020411194822910202,Non_causal_43
Non_causal_126,-0.019185777590986452,Non_causal_126
Non_causal_17,0.018502790435815417,Non_causal_17
Non_causal_239,-0.018340144057366288,Non_causal_239
Non_causal_166,0.01786412893638525,Non_causal_166
Causal_5,0.01776875026773083,Causal_5
Non_causal_92,-0.017763583285307107,Non_causal_92
Non_causal_175,-0.017010280369188977,Non_causal_175
Non_causal_8,0.01627254072950547,Non_causal_8
Non_causal_298,0.016199356925291872,Non_causal_298
Non_causal_40,0.01592512368509538,Non_causal_40
Non_causal_212,0.015557620813378137,Non_causal_212
Non_causal_65,0.015072227235246285,Non_causal_65
Non_causal_79,-0.014697885848511916,Non_causal_79
Non_causal_294,0.013594116194776783,Non_causal_294
Non_causal_5,0.012074288596428872,Non_causal_5
Non_causal_231,0.012026351625262844,Non_causal_231
Non_causal_176,0.012009837968082276,Non_causal_176
Non_causal_96,-0.011966749350412614,Non_causal_96
Causal_13,-0.011876555316251865,Causal_13
Non_causal_291,0.011615464725359436,Non_causal_291
Non_causal_99,-0.011344009013874883,Non_causal_99
Non_causal_241,0.010892391841034159,Non_causal_241
Causal_3,0.010737445177665597,Causal_3
Non_causal_108,-0.010509832753541826,Non_causal_108
Non_causal_72,-0.010271570217502506,Non_causal_72
Non_causal_299,0.009415406660054566,Non_causal_299
Non_causal_112,0.009155817658449085,Non_causal_112
Non_causal_173,0.009117472353018293,Non_causal_173
Non_causal_245,0.008638285244652332,Non_causal_245
Causal_0,0.007064698514850453,Causal_0
Non_causal_113,0.006947700721140575,Non_causal_113
Non_causal_224,-0.006588473203605911,Non_causal_224
Non_causal_26,0.005711840130499036,Non_causal_26
Non_causal_116,-0.005561954776346296,Non_causal_116
Non_causal_184,-0.004688175107104056,Non_causal_184
Non_causal_127,0.004668225269983314,Non_causal_127
Causal_18,-0.004580275276999056,Causal_18
Non_causal_88,0.004384871907348921,Non_causal_88
Non_causal_135,-0.003917516468123639,Non_causal_135
Non_causal_207,0.0036873784231602827,Non_causal_207
Non_causal_51,0.003512771271198516,Non_causal_51
Causal_15,0.002705020337261074,Causal_15
Non_causal_165,-0.002441749210798336,Non_causal_165
Non_causal_62,-0.0023251777117457117,Non_causal_62
Non_causal_111,-0.001347820967052075,Non_causal_111
Non_causal_153,0.001336816422160688,Non_causal_153
Non_causal_90,0.0011866892486070452,Non_causal_90
Non_causal_119,0.00098102377384562,Non_causal_119
