,corr,name
Non_causal_179,0.07549843901159504,Non_causal_179
Non_causal_31,-0.07490489091229263,Non_causal_31
Non_causal_140,-0.07436471417930281,Non_causal_140
Non_causal_188,-0.07435079325158027,Non_causal_188
Non_causal_111,0.07312684241969361,Non_causal_111
Causal_13,0.07288110630195274,Causal_13
Non_causal_203,-0.07246827293954425,Non_causal_203
Non_causal_60,0.07052660079719308,Non_causal_60
Causal_21,0.07037293089622686,Causal_21
Non_causal_247,0.06964743417277323,Non_causal_247
Non_causal_24,0.06921666891714474,Non_causal_24
Non_causal_214,-0.06742877932301411,Non_causal_214
Non_causal_52,-0.06681551872304867,Non_causal_52
Non_causal_226,-0.06625480897772859,Non_causal_226
Non_causal_0,-0.06592194874193538,Non_causal_0
Non_causal_295,-0.06485959632124537,Non_causal_295
Non_causal_104,-0.06483493373920252,Non_causal_104
Non_causal_206,0.06397146950779453,Non_causal_206
Non_causal_290,-0.06356882000036941,Non_causal_290
Non_causal_283,-0.06301226639975545,Non_causal_283
Non_causal_197,0.06277359020090344,Non_causal_197
Non_causal_2,-0.062436170181226984,Non_causal_2
Non_causal_256,-0.06212840967111304,Non_causal_256
Non_causal_304,-0.06205551286741385,Non_causal_304
Non_causal_94,0.061992698772919436,Non_causal_94
Non_causal_293,-0.06133128288899921,Non_causal_293
Non_causal_261,0.06089949022593828,Non_causal_261
Non_causal_306,0.060684292471718,Non_causal_306
Non_causal_11,-0.060638194697624256,Non_causal_11
Non_causal_314,0.06053784253688681,Non_causal_314
Non_causal_99,0.060346498703990704,Non_causal_99
Non_causal_300,-0.05771035024233878,Non_causal_300
Non_causal_136,-0.05715881770183618,Non_causal_136
Non_causal_67,-0.0570095777738577,Non_causal_67
Non_causal_20,-0.05646028623390864,Non_causal_20
Non_causal_294,-0.05619956936291146,Non_causal_294
Non_causal_303,-0.05566208896287157,Non_causal_303
Non_causal_263,-0.054849632932943836,Non_causal_263
Non_causal_292,-0.05479927553731537,Non_causal_292
Non_causal_198,-0.054438089608614966,Non_causal_198
Non_causal_105,-0.05364149783139343,Non_causal_105
Non_causal_102,-0.05285700600167012,Non_causal_102
Non_causal_243,0.05246033438273343,Non_causal_243
Non_causal_57,-0.052316072446237434,Non_causal_57
Non_causal_30,-0.051981375144455375,Non_causal_30
Non_causal_277,-0.05114800638723703,Non_causal_277
Non_causal_185,-0.049981417538907655,Non_causal_185
Non_causal_162,0.049697247690887895,Non_causal_162
Non_causal_158,0.04959543041038941,Non_causal_158
Non_causal_33,0.04940795961786566,Non_causal_33
Non_causal_74,0.048688491439757925,Non_causal_74
Non_causal_260,-0.04840518073009697,Non_causal_260
Non_causal_148,-0.04784269215089321,Non_causal_148
Non_causal_3,-0.04763690428480648,Non_causal_3
Non_causal_173,0.04753348130382486,Non_causal_173
Non_causal_268,-0.04566264441057437,Non_causal_268
Non_causal_281,0.0449300378365626,Non_causal_281
Non_causal_9,0.044867185888473556,Non_causal_9
Non_causal_181,0.042969689250983975,Non_causal_181
Non_causal_82,0.04288045940871785,Non_causal_82
Non_causal_160,-0.04242418234456261,Non_causal_160
Causal_15,-0.04218587967260299,Causal_15
Non_causal_120,-0.04195152895303795,Non_causal_120
Non_causal_139,0.03882627099585214,Non_causal_139
Non_causal_116,-0.03867551749114699,Non_causal_116
Non_causal_42,-0.038134532279228445,Non_causal_42
Non_causal_4,0.03775881991365142,Non_causal_4
Non_causal_39,-0.035578511611716254,Non_causal_39
Non_causal_15,-0.033889103730561414,Non_causal_15
Non_causal_317,0.03353218839305072,Non_causal_317
Non_causal_32,-0.03224814296863938,Non_causal_32
Non_causal_318,0.03147090536672831,Non_causal_318
Non_causal_121,-0.03131756401450863,Non_causal_121
Non_causal_250,0.030468455808598405,Non_causal_250
Non_causal_309,0.030432782123587354,Non_causal_309
Non_causal_12,0.0301949072937157,Non_causal_12
Non_causal_245,-0.028560183798100453,Non_causal_245
Non_causal_157,-0.028396092242635732,Non_causal_157
Non_causal_176,-0.02805978333603769,Non_causal_176
Non_causal_285,-0.025841701154596816,Non_causal_285
Non_causal_88,-0.025807873596583267,Non_causal_88
Non_causal_107,0.025766200509914478,Non_causal_107
Non_causal_242,0.025582459017507463,Non_causal_242
Non_causal_70,0.025378203170631865,Non_causal_70
Causal_25,0.02535249852289829,Causal_25
Non_causal_47,-0.02466488454624791,Non_causal_47
Non_causal_8,-0.023963001300087827,Non_causal_8
Non_causal_216,0.023805803546411458,Non_causal_216
Non_causal_135,-0.023650794335524323,Non_causal_135
Non_causal_73,0.023282052054230812,Non_causal_73
Non_causal_200,0.022344715101646206,Non_causal_200
Non_causal_159,0.022271785800410424,Non_causal_159
Causal_7,-0.020988235116976846,Causal_7
Non_causal_168,-0.020982042009196927,Non_causal_168
Non_causal_51,-0.02002887051234048,Non_causal_51
Non_causal_6,0.019920397000861206,Non_causal_6
Non_causal_115,-0.01991884345749619,Non_causal_115
Non_causal_202,0.019660468539223677,Non_causal_202
Causal_20,-0.017530692542531857,Causal_20
Non_causal_177,0.01649248719175589,Non_causal_177
Non_causal_63,-0.01635919308859378,Non_causal_63
Non_causal_127,0.015183545631246423,Non_causal_127
Non_causal_109,-0.014785872508946696,Non_causal_109
Non_causal_16,-0.013788774003367154,Non_causal_16
Non_causal_37,-0.013042685269379716,Non_causal_37
Non_causal_103,0.013001994550319688,Non_causal_103
Non_causal_144,0.012955001476426148,Non_causal_144
Causal_28,-0.012792702390515557,Causal_28
Non_causal_286,-0.012036162285886194,Non_causal_286
Non_causal_87,0.011531384592332626,Non_causal_87
Non_causal_69,0.011275523738310502,Non_causal_69
Non_causal_169,-0.010230881814305164,Non_causal_169
Non_causal_224,-0.009844298097162786,Non_causal_224
Non_causal_244,0.00889347438209346,Non_causal_244
Non_causal_236,0.007454072398999748,Non_causal_236
Non_causal_75,-0.006824408663120293,Non_causal_75
Non_causal_106,-0.006014827473526694,Non_causal_106
Non_causal_83,0.005172435696669658,Non_causal_83
Non_causal_81,-0.0039495175112843,Non_causal_81
Non_causal_149,0.003911822040458339,Non_causal_149
Non_causal_19,0.0038663982708030528,Non_causal_19
Non_causal_85,-0.0036484547647889095,Non_causal_85
Non_causal_44,0.0031859952678545186,Non_causal_44
Non_causal_291,0.0029588001066636646,Non_causal_291
Non_causal_50,-0.0028901743944858213,Non_causal_50
Non_causal_190,-0.002692409552147365,Non_causal_190
Non_causal_130,0.0020754559901140354,Non_causal_130
Non_causal_172,0.002067249716523206,Non_causal_172
Non_causal_251,-0.0009789283300658466,Non_causal_251
Non_causal_265,-0.0003156641424260178,Non_causal_265
